gene_id	start	end	n_variants
ENSG00000112200.17	57086844	57170305	61
ENSG00000112208.11	57172326	57189833	17
ENSG00000112210.12	57186992	57222307	9
ENSG00000146143.19	57314805	57646850	58
ENSG00000112232.10	61679961	62286225	721
ENSG00000198225.5	63211446	63213024	3
ENSG00000146166.17	63275951	63319983	17
ENSG00000112245.13	63521746	63583588	35
ENSG00000285976.2	63572472	63583587	2
ENSG00000118482.12	63635802	63779336	66
ENSG00000188107.15	63719980	65707226	2419
ENSG00000214558.5	65301476	65306574	0
ENSG00000135298.15	68635282	69390571	1029
ENSG00000288712.1	68635890	68635967	0
ENSG00000168216.13	69672757	69867236	193
ENSG00000082293.13	69866556	70212468	388
ENSG00000112280.18	70216040	70303084	114
ENSG00000082269.17	70412941	70561174	23
ENSG00000154079.6	70566917	70589569	4
ENSG00000112305.15	70667776	70862011	202
ENSG00000112309.11	70856679	70957060	114
ENSG00000119900.9	71288811	71309059	17
ENSG00000079841.20	71886550	72403150	692
ENSG00000185760.18	72621792	73198853	724
ENSG00000243501.5	73209746	73263196	33
ENSG00000256980.5	73223544	73225770	1
ENSG00000135314.14	73241314	73310365	144
ENSG00000203909.4	73353063	73354276	0
ENSG00000203908.4	73362658	73364171	2
ENSG00000203907.10	73368555	73395133	34
ENSG00000080007.8	73394828	73417566	19
ENSG00000164430.17	73413515	73452297	44
ENSG00000135297.17	73461578	73509236	86
ENSG00000156508.19	73489308	73525587	73
ENSG00000119899.13	73593379	73653992	18
ENSG00000156535.15	73695785	73828316	57
ENSG00000111799.22	75084326	75206267	82
ENSG00000112695.13	75237675	75250323	24
ENSG00000112697.17	75252924	75284948	44
ENSG00000118407.15	75291859	75493800	222
ENSG00000112701.18	75601509	75718281	149
ENSG00000196586.17	75749201	75919537	197
ENSG00000112706.12	75921114	76072678	92
ENSG00000135312.7	77460924	77463491	5
ENSG00000269964.4	77650274	77927045	353
ENSG00000146243.14	78867551	78946440	47
ENSG00000146247.15	78934419	79078287	106
ENSG00000118418.16	79201245	79234689	38
ENSG00000135338.14	79484991	79537458	53
ENSG00000198478.8	79631329	79703655	86
ENSG00000118402.6	79914814	79947553	11
ENSG00000112742.10	80003887	80042527	86
ENSG00000083123.15	80106647	80346270	417
ENSG00000112773.16	81491439	81752774	164
ENSG00000005700.15	82169986	82247754	59
ENSG00000146242.9	82363206	82367420	4
ENSG00000118420.17	82892390	83065841	155
ENSG00000083097.15	83067666	83171350	61
ENSG00000013375.17	83147324	83193936	8
ENSG00000013392.8	83193357	83198935	0
ENSG00000065833.9	83210402	83431051	18
ENSG00000146250.7	83512534	83525704	8
ENSG00000065609.15	83552880	83709691	86
ENSG00000203877.9	83853360	83857515	0
ENSG00000065615.14	83859656	83967423	17
ENSG00000135324.6	84033772	84090881	54
ENSG00000135315.12	84124241	84227643	17
ENSG00000112837.17	84687351	84764598	57
ENSG00000135318.12	85449584	85495791	41
ENSG00000135317.14	85504776	85594156	92
ENSG00000271793.2	85504776	85678733	146
ENSG00000135316.20	85607779	85644063	27
ENSG00000168830.8	86937528	87016679	132
ENSG00000135346.9	87085498	87095106	19
ENSG00000188994.14	87151803	87265943	182
ENSG00000164411.12	87282980	87329278	64
ENSG00000111850.11	87322583	87399749	168
ENSG00000203872.7	87344813	87365463	49
ENSG00000272514.6	87407972	87464465	78
ENSG00000213204.8	87408012	87511634	144
ENSG00000164414.19	87470623	87512336	66
ENSG00000146282.19	87513459	87590028	104
ENSG00000135336.16	87590067	87667453	71
ENSG00000135334.9	87674860	87702233	24
ENSG00000118434.9	88047841	88066838	16
ENSG00000118432.13	88139864	88166347	12
ENSG00000111880.16	88609897	88963618	96
ENSG00000146278.11	89080751	89085160	3
ENSG00000154548.9	89095959	89118071	45
ENSG00000146281.6	89146055	89165565	0
ENSG00000146276.13	89177504	89231278	73
ENSG00000111886.11	89254464	89315299	114
ENSG00000198833.7	89326625	89352722	19
ENSG00000025039.15	89364616	89412273	9
ENSG00000135299.18	89433152	89633834	193
ENSG00000083099.11	89568144	89638749	93
ENSG00000112159.13	89642498	89819794	232
ENSG00000118412.13	89829894	89874436	44
ENSG00000135355.4	89894469	89921760	41
ENSG00000112182.16	89926528	90296843	405
ENSG00000135341.19	90513573	90587086	76
ENSG00000135333.15	93240020	93419687	133
ENSG00000172469.17	95577485	95609470	69
ENSG00000172461.11	96015974	96215612	427
ENSG00000014123.10	96521595	96555276	16
ENSG00000112214.11	96562548	96618626	9
ENSG00000112218.9	96794125	96837477	74
ENSG00000123545.6	96889315	96897891	11
ENSG00000186231.17	96924620	97140754	199
ENSG00000146263.12	97142161	97283217	188
ENSG00000184486.10	98834574	98839458	6
ENSG00000112234.9	98868535	98948006	80
ENSG00000146267.12	99271168	99350062	123
ENSG00000132423.12	99369401	99394195	42
ENSG00000132424.17	99397629	99425331	25
ENSG00000123552.18	99432325	99521728	123
ENSG00000279170.3	99520976	99589899	126
ENSG00000112237.13	99542387	99568825	40
ENSG00000112238.12	99606774	99615578	10
ENSG00000152034.11	99918519	99994247	101
ENSG00000112246.10	100385009	100464921	16
ENSG00000112249.14	100508194	100881372	473
ENSG00000164418.22	100962701	102081622	1205
ENSG00000085382.12	104728094	104859919	153
ENSG00000187772.8	104936616	105083332	103
ENSG00000112276.14	105096822	105137157	78
ENSG00000132429.10	105157900	105180014	41
ENSG00000085377.15	105273218	105454062	22
ENSG00000057657.17	105993463	106109939	111
ENSG00000057663.16	106045423	106325791	227
ENSG00000112297.18	106360717	106572017	545
ENSG00000130347.13	106570771	106629498	81
ENSG00000130348.11	106629578	106668417	13
ENSG00000272398.6	106969831	106975627	9
ENSG00000130349.10	107028199	107051586	51
ENSG00000178409.14	107065182	107115515	96
ENSG00000164494.12	107152562	107459564	348
ENSG00000112320.12	107490106	107661306	89
ENSG00000146285.15	107702154	107824317	248
ENSG00000025796.14	107867756	107958208	125
ENSG00000081087.16	108029245	108165854	78
ENSG00000112333.12	108166022	108188805	18
ENSG00000112335.15	108211222	108261246	18
ENSG00000135537.17	108294991	108526796	142
ENSG00000118689.15	108559835	108684774	84
ENSG00000118690.13	108848416	108974476	137
ENSG00000080546.14	108984309	109094846	28
ENSG00000183137.16	109095110	109174418	19
ENSG00000135535.17	109366514	109382467	30
ENSG00000185250.16	109390215	109441171	76
ENSG00000135587.9	109440724	109443919	4
ENSG00000135596.18	109444062	109465968	25
ENSG00000112365.6	109460632	109483239	19
ENSG00000155085.16	109492855	109691217	331
ENSG00000112367.12	109690609	109878098	144
ENSG00000146360.9	109978256	109980720	3
ENSG00000112290.13	110099819	110180004	15
ENSG00000168438.15	110180141	110254275	14
ENSG00000053328.9	110243940	110358349	64
ENSG00000203797.12	110391771	110415575	21
ENSG00000004809.14	110424687	110476641	88
ENSG00000155111.15	110609978	110815958	63
ENSG00000123505.19	110874770	110898879	25
ENSG00000155115.7	110958706	110967890	1
ENSG00000197498.13	110982015	111028263	13
ENSG00000112394.18	111087503	111231194	178
ENSG00000173214.7	111259327	111445354	234
ENSG00000009413.17	111299028	111483715	233
ENSG00000056972.21	111555381	111606906	78
ENSG00000010810.18	111660332	111873452	271
ENSG00000112761.22	112054075	112069686	5
ENSG00000074935.14	112070663	112087529	3
ENSG00000203778.8	112087591	112102790	8
ENSG00000112769.20	112107931	112254939	110
ENSG00000281613.2	112236806	112350094	93
ENSG00000251258.2	112347330	112351294	9
ENSG00000277443.3	113857345	113863475	5
ENSG00000196591.12	113933028	114011308	77
ENSG00000249853.9	114055596	114343023	378
ENSG00000111816.8	115931149	116060891	105
ENSG00000178425.14	116100851	116249497	155
ENSG00000123500.10	116118909	116158747	13
ENSG00000187189.11	116249964	116254075	7
ENSG00000111817.19	116254173	116444861	210
ENSG00000189241.8	116267760	116279930	20
ENSG00000285446.1	116399395	116463696	35
ENSG00000188820.13	116461370	116463771	2
ENSG00000173626.10	116494989	116545684	93
ENSG00000178033.6	116511639	116524788	33
ENSG00000164451.14	116529013	116561127	51
ENSG00000111832.13	116571409	116597675	43
ENSG00000111834.13	116616479	116632985	16
ENSG00000153975.10	116635618	116668794	42
ENSG00000196911.12	116681187	116741867	8
ENSG00000183807.8	116752197	116765719	19
ENSG00000173612.10	116792085	116829083	34
ENSG00000185002.10	116877212	116932161	102
ENSG00000170162.14	117265558	117273565	2
ENSG00000047936.11	117287353	117425942	237
ENSG00000282218.1	117318211	117573571	327
ENSG00000164465.19	117453817	117569858	133
ENSG00000047932.14	117560269	117602542	41
ENSG00000153989.8	117675469	117710727	42
ENSG00000196376.11	117907264	118317676	678
ENSG00000111860.14	118460772	118710075	276
ENSG00000198523.6	118548296	118561716	18
ENSG00000111877.18	118813442	118935162	117
ENSG00000111875.8	118894152	118909171	9
ENSG00000111879.20	118959763	119149387	255
ENSG00000111885.7	119177205	119349761	416
ENSG00000146350.14	121079494	121334745	290
ENSG00000152661.9	121435595	121449727	0
ENSG00000025156.13	122399551	122433119	34
ENSG00000111897.7	122443351	122471807	30
ENSG00000135549.16	122471917	122726373	299
ENSG00000164434.12	122779716	122784074	7
ENSG00000172594.13	122789049	122809720	32
ENSG00000146352.13	122996235	123072925	90
ENSG00000186439.15	123216339	123637189	679
ENSG00000188580.16	123803865	124825640	1180
ENSG00000146373.17	124962437	125092633	118
ENSG00000111907.21	125119049	125264407	157
ENSG00000111906.18	125219962	125302078	50
ENSG00000135547.9	125747664	125761269	20
ENSG00000111912.20	125781161	125932034	141
ENSG00000111911.7	125956770	125980244	4
ENSG00000066651.20	125986479	126203817	76
ENSG00000203760.9	126340115	126348875	6
ENSG00000146374.14	127118671	127199481	88
ENSG00000118518.17	127266726	127288567	24
ENSG00000093144.19	127288712	127343609	79
ENSG00000189367.15	127438406	127459389	29
ENSG00000255330.9	127438406	127519001	75
ENSG00000214338.11	127472806	127519335	38
ENSG00000184530.9	127519455	127591820	179
ENSG00000172673.12	127708072	127918631	142
ENSG00000152894.15	127968785	128520616	245
ENSG00000196569.14	128883138	129516566	867
ENSG00000146376.11	129576132	129710177	192
ENSG00000203756.8	129831244	129861547	37
ENSG00000198945.8	130013699	130141449	186
ENSG00000164483.17	130144315	130365425	344
ENSG00000164484.12	130366017	130443067	84
ENSG00000256162.2	130827406	130837135	27
ENSG00000079819.20	130839347	131063322	376
ENSG00000118507.19	131135467	131283535	237
ENSG00000118520.16	131470832	131584332	240
ENSG00000112282.18	131573966	131628242	35
ENSG00000154269.15	131628442	131747418	51
ENSG00000180658.4	131699644	131701401	0
ENSG00000236761.6	131708441	131711017	0
ENSG00000197594.14	131808016	131895155	167
ENSG00000118523.6	131948176	131951372	4
ENSG00000079931.15	132296055	132401475	152
ENSG00000079950.14	132445867	132513198	84
ENSG00000237110.3	132538277	132539336	0
ENSG00000146385.2	132552672	132553756	0
ENSG00000146383.7	132570322	132571359	0
ENSG00000135569.5	132588592	132589741	1
ENSG00000146378.6	132617022	132624275	1
ENSG00000146399.3	132643312	132659182	6
ENSG00000112299.8	132680849	132714055	22
ENSG00000112303.14	132743870	132763459	20
ENSG00000146409.12	132769370	132813339	22
ENSG00000112306.8	132814569	132817564	7
ENSG00000112319.21	133240514	133532128	303
ENSG00000118526.7	133889113	133895553	15
ENSG00000028839.10	133952170	133990432	33
ENSG00000288529.1	133953304	133980088	25
ENSG00000146411.6	133987581	134052624	27
ENSG00000118515.12	134169248	134318112	141
ENSG00000118514.14	134917393	134950115	25
ENSG00000112339.15	134960378	135103056	228
ENSG00000118513.20	135181308	135219173	51
ENSG00000135541.22	135283407	135498434	185
ENSG00000171408.14	135851701	136195574	273
ENSG00000146410.12	136231024	136250335	5
ENSG00000029363.17	136256627	136289851	11
ENSG00000135525.19	136342281	136550819	119
ENSG00000197442.11	136557046	136793097	219
ENSG00000112357.14	136822564	136913934	107
ENSG00000182747.5	136922301	136925660	1
ENSG00000016402.14	136999971	137045180	100
ENSG00000164485.15	137143820	137173648	7
ENSG00000027697.16	137197483	137219449	1
ENSG00000177468.7	137492199	137494394	0
ENSG00000118503.18	137867214	137883314	13
ENSG00000112378.12	138088505	138107419	46
ENSG00000112379.9	138161939	138344663	297
ENSG00000254440.3	138215986	138218491	3
ENSG00000262543.2	138377905	138383486	2
ENSG00000051620.11	138403531	138422197	3
ENSG00000135540.12	138422043	138692571	191
ENSG00000024862.18	138773769	138793319	3
ENSG00000203734.13	138795911	138904070	134
ENSG00000135597.19	138903493	138988261	111
ENSG00000146386.8	139028745	139043302	35
ENSG00000112406.5	139135080	139180802	75
ENSG00000164440.15	139240061	139291998	52
ENSG00000164442.11	139371807	139374648	1
ENSG00000135577.5	142058330	142147122	97
ENSG00000203733.6	142132925	142135358	1
ENSG00000009844.16	142147162	142224685	111
ENSG00000112414.15	142301854	142446266	65
ENSG00000010818.11	142751469	142956698	258
ENSG00000146416.19	143060496	143341058	215
ENSG00000189007.16	143422832	143450695	26
ENSG00000034693.15	143450805	143490616	55
ENSG00000001036.14	143494812	143511720	31
ENSG00000112419.15	143536845	143831185	355
ENSG00000257065.1	143807092	143844617	39
ENSG00000135521.9	143843338	143863812	11
ENSG00000280148.1	143857318	143938471	47
ENSG00000118491.10	143864436	143938343	43
ENSG00000118495.21	143940300	144064599	108
ENSG00000169976.7	144094884	144095573	0
ENSG00000135604.11	144150487	144191939	7
ENSG00000152818.20	144285335	144853034	419
ENSG00000112425.16	145382535	145736023	663
ENSG00000118496.5	145793502	145814795	16
ENSG00000146414.17	145864245	145964423	129
ENSG00000152822.15	146027646	146437601	263
ENSG00000118508.5	146543833	146554953	13
ENSG00000118492.19	146598967	146815462	302
ENSG00000164506.16	147204180	147391010	117
ENSG00000203727.4	147508690	147737547	399
ENSG00000111961.19	148272304	148552044	551
ENSG00000111962.8	148747030	149076990	538
ENSG00000055208.20	149218641	149411613	392
ENSG00000177688.7	149400262	149401278	0
ENSG00000178199.14	149446795	149485014	141
ENSG00000131013.4	149504495	149546043	4
ENSG00000055211.14	149566294	149591748	18
ENSG00000186625.14	149594873	149648972	106
ENSG00000131023.13	149658153	149718105	84
ENSG00000120253.14	149724315	149749665	31
ENSG00000120265.21	149749444	149811420	149
ENSG00000285991.1	149817937	149896011	135
ENSG00000120256.11	149818757	149864359	64
ENSG00000164520.12	149883179	149898113	44
ENSG00000203722.8	149916878	149923121	0
ENSG00000131015.5	149942014	149949235	1
ENSG00000111981.5	149963943	149973715	4
ENSG00000155918.8	150018334	150025532	0
ENSG00000131019.11	150061053	150069121	15
ENSG00000198729.5	150143044	150250392	188
ENSG00000009765.15	150368892	150405969	99
ENSG00000120278.17	150599883	150843665	284
ENSG00000120254.16	150865679	151101887	459
ENSG00000131016.17	151239967	151358559	248
ENSG00000181472.5	151364115	151391559	5
ENSG00000155906.20	151398898	151452158	11
ENSG00000146476.11	151452258	151470101	19
ENSG00000120262.10	151494017	151621193	197
ENSG00000091831.25	151656691	152129619	620
ENSG00000131018.25	152121687	152637801	1015
ENSG00000120279.7	152697897	152724569	40
ENSG00000146469.13	152750797	152759765	4
ENSG00000112029.10	152970519	152983579	27
ENSG00000112031.16	152987362	153002709	37
ENSG00000091844.8	153004459	153131282	220
ENSG00000112038.18	154010496	154246867	289
ENSG00000074706.14	154154496	154356803	275
ENSG00000288520.1	154159828	154510114	495
ENSG00000153721.19	154387515	154510685	145
ENSG00000213079.10	154733378	154834244	115
ENSG00000146426.19	154832697	155257723	678
ENSG00000029639.11	155256134	155314493	123
ENSG00000171217.5	155264013	155276548	31
ENSG00000074771.4	155395368	155455839	92
ENSG00000049618.25	156776020	157210779	202
ENSG00000215712.11	157289025	157323601	35
ENSG00000175048.17	157381133	157678157	394
ENSG00000130340.17	157700387	157945077	431
ENSG00000078269.15	157981863	158099176	219
ENSG00000122335.17	158109519	158168280	78
ENSG00000272047.4	158168350	158199344	13
ENSG00000130338.13	158232236	158511828	690
ENSG00000146433.10	158536436	158635429	232
ENSG00000146425.11	158636474	158644743	7
ENSG00000164674.17	158650014	158764876	157
ENSG00000092820.19	158765741	158819368	146
ENSG00000130363.13	158972871	159000202	6
ENSG00000164691.18	159034468	159045152	1
ENSG00000164694.17	159169400	159272108	210
ENSG00000291237.1	159669069	159762529	134
ENSG00000146457.16	159725585	159756319	46
ENSG00000120437.9	159762045	159779112	20
ENSG00000120438.12	159778498	159789703	18
ENSG00000112110.10	159789812	159798436	21
ENSG00000146453.13	159800249	159820704	30
ENSG00000130368.7	159890988	159917447	30
ENSG00000197081.16	159969082	160113507	83
ENSG00000175003.15	160121815	160158718	40
ENSG00000112499.13	160171061	160277638	165
ENSG00000146477.6	160348378	160452577	126
ENSG00000198670.13	160531482	160664275	88
ENSG00000122194.20	160702194	160754097	69
ENSG00000085511.20	160991727	161117385	147
ENSG00000026652.15	161129967	161274061	135
ENSG00000185345.25	161347417	162727775	2747
ENSG00000112530.13	162727132	163315500	709
ENSG00000112531.17	163414000	163578592	182
ENSG00000112539.15	165279664	165309605	14
ENSG00000112541.19	165327287	165988117	932
ENSG00000164458.10	166157656	166168700	34
ENSG00000176381.6	166305300	166308448	7
ENSG00000198818.10	166319728	166342576	5
ENSG00000060762.20	166364919	166383013	21
ENSG00000071242.12	166409364	166906451	605
ENSG00000235272.3	166583009	166586678	4
ENSG00000249141.1	166858094	166956124	86
ENSG00000026297.17	166922113	166957191	11
ENSG00000213066.14	166999174	167052718	95
ENSG00000272980.5	166999336	167139138	226
ENSG00000112486.18	167111807	167139141	14
ENSG00000120436.4	167155247	167157980	3
ENSG00000112494.10	167271169	167316014	84
ENSG00000120440.15	167325071	167359503	61
ENSG00000130396.22	167826893	167972023	228
ENSG00000125337.21	167996241	168045091	72
ENSG00000153303.18	168053095	168101511	110
ENSG00000164488.12	168292830	168319777	58
ENSG00000112562.20	168441151	168673445	417
ENSG00000186340.17	169215780	169254050	114
ENSG00000285733.1	169419969	169702047	392
ENSG00000184465.16	169457212	169702067	346
ENSG00000185127.7	169702126	169706360	0
ENSG00000130024.15	169703902	169725566	12
ENSG00000184786.6	169740109	169751587	5
ENSG00000130023.16	169751622	169781600	1
ENSG00000198719.9	170282206	170306565	14
ENSG00000112584.14	170290703	170407067	60
ENSG00000008018.9	170535120	170553307	40
ENSG00000112592.15	170554302	170572870	29
ENSG00000071994.11	170575295	170584692	10
ENSG00000177706.9	192571	260772	118
ENSG00000248767.2	290170	294422	16
ENSG00000197461.13	497258	520296	60
ENSG00000188191.16	549197	727650	248
ENSG00000164818.16	726699	786475	100
ENSG00000164828.18	816615	896435	114
ENSG00000239857.7	876554	896436	21
ENSG00000105963.15	897900	955407	108
ENSG00000240230.6	898778	975549	144
ENSG00000073067.14	983181	989640	14
ENSG00000146540.15	996986	1138260	371
ENSG00000164849.10	1044546	1059261	58
ENSG00000164850.16	1082208	1093815	25
ENSG00000178381.12	1152071	1160759	22
ENSG00000164853.9	1232872	1237326	7
ENSG00000164877.19	1428465	1459470	14
ENSG00000164880.16	1470277	1504389	7
ENSG00000198517.10	1530702	1543043	19
ENSG00000164855.16	1542235	1560821	50
ENSG00000157778.9	1567332	1571005	2
ENSG00000225968.8	1665745	1747946	57
