"gene","gene_name","stage","direction","median_gc_pct","median_tx_length","logFC","FDR"
"ENSG00000035664","DAPK2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",52.98,724,1.21756723377098,0.0487961668550502
"ENSG00000172780","RAB43","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",61.23,4198,1.837950537749,0.0488611725085182
"ENSG00000204930","FAM221B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",50.8,2362,1.50790771464941,0.0488700725626722
"ENSG00000013364","MVP","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.21,561,-1.98422979104927,0.0489354249368898
"ENSG00000248710","ENSG00000248710","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.36,3360,2.38072489089842,0.0489836676315308
"ENSG00000100629","CEP128","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42.3,732,1.34504956462147,0.0489836676315308
"ENSG00000196247","ZNF107","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.04,2612,1.7109151742095,0.0491730377487747
"ENSG00000112981","NME5","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",34.87,553.5,1.2833740838809,0.0491730377487747
"ENSG00000183914","DNAH2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.89,4091.5,1.61706905543258,0.0492481993284299
"ENSG00000184678","H2BC21","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",47.93,2224,-2.80452588263869,0.0492497823232669
"ENSG00000159403","C1R","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",55.4,732,-2.13919039531695,0.0492541402964461
"ENSG00000160271","RALGDS","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",59.52,2919,1.01841246096511,0.0493931717978899
"ENSG00000033122","LRRC7","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",37.81,1631.5,1.55419719060871,0.049422839143432
"ENSG00000172995","ARPP21","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.93,707.5,2.72202941856929,0.0494362732827731
"ENSG00000169071","ROR2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",54.25,582.5,-1.60485149019773,0.0494531661744835
"ENSG00000170927","PKHD1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",46.4,13930,2.80684496835014,0.0494762075792475
"ENSG00000182872","RBM10","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",60.28,3106.5,-1.03357127461763,0.0496894302264074
"ENSG00000198182","ZNF607","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",42.42,1190,-1.16330504100184,0.0496894302264074
"ENSG00000165821","SALL2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",56.04,3094,-1.49323749712739,0.0496894302264074
"ENSG00000174607","UGT8","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",40.93,2448,-1.79235349871326,0.0496894302264074
"ENSG00000119547","ONECUT2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",48.79,8435,1.15722025809335,0.0496894302264074
"ENSG00000100578","KIAA0586","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",40.52,3634.5,1.09359605543124,0.0498181673141879
"ENSG00000165495","PKNOX2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",57.03,589.5,-1.54601759523464,0.0498663195171038
"ENSG00000115525","ST3GAL5","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.04,2297,1.51690668807119,0.0498769375613926
"ENSG00000101938","CHRDL1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",44.47,2413,-1.5579141526485,0.0499221329067568
"ENSG00000008441","NFIX","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",59.52,1487,2.45504104359683,0.0499987673770131
"ENSG00000006744","ELAC2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",55.09,849,-1.11880785166635,0.0499987673770131
"ENSG00000167676","PLIN4","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",62.38,6493,1.7101903437037,0.0499987673770131
"ENSG00000089127","OAS1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",50.64,1603,5.44095573862448,3.16218587137706e-12
"ENSG00000197140","ADAM32","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",39.62,712,7.66731030588865,4.73325073509394e-12
"ENSG00000198840","MT-ND3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.17,346,5.8396574483834,4.73325073509394e-12
"ENSG00000154237","LRRK1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.97,1241,5.0806092783127,4.73325073509394e-12
"ENSG00000181458","TMEM45A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.51,874,4.27652925939242,6.50524407405663e-12
"ENSG00000164066","INTU","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.36,692,4.40970340275662,6.50524407405663e-12
"ENSG00000151131","NOPCHAP1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",46.36,1178.5,4.35976509865836,9.14249407086549e-12
"ENSG00000105792","CFAP69","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.72,1489,5.74286111951472,9.14249407086549e-12
"ENSG00000178951","ZBTB7A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",65.61,4260,5.66877909441929,1.50982986178577e-11
"ENSG00000212907","MT-ND4L","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",43.1,297,4.29818639917924,1.93696344160538e-11
"ENSG00000157551","KCNJ15","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",50.26,721,8.18347352650824,1.93696344160538e-11
"ENSG00000069431","ABCC9","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",39.96,3237.5,6.38488863094604,2.2878566673596e-11
"ENSG00000181588","MEX3D","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",65.88,2623,5.61897571439831,2.55564446892141e-11
"ENSG00000221944","TIGD1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",49.47,6675,4.96140365078836,3.55282555122463e-11
"ENSG00000143951","WDPCP","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.84,1476,3.81785165825219,3.88629675298934e-11
"ENSG00000173559","NABP1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",39.27,2635.5,5.40735312743499,3.94404227803472e-11
"ENSG00000228623","ZNF883","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.72,11370,4.47944883743324,4.1906532466019e-11
"ENSG00000288920","RPSA2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.46,2140,5.35172936185797,5.57061410868887e-11
"ENSG00000197921","HES5","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",66.47,1324,4.75840185751234,5.72938262198423e-11
"ENSG00000144426","NBEAL1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",39.58,2306,3.18844358740892,8.58681100125714e-11
"ENSG00000008086","CDKL5","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.86,2130,3.56553230023473,8.64035380077438e-11
"ENSG00000136492","BRIP1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",37.72,3784,4.002830056141,9.58271211993237e-11
"ENSG00000139287","TPH2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.13,946,6.00476470975562,9.58271211993237e-11
"ENSG00000242715","CCDC169","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.27,854,3.86939931251534,9.58271211993237e-11
"ENSG00000133138","TBC1D8B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",37.61,2589,3.43255393175043,9.67033343429612e-11
"ENSG00000228253","MT-ATP8","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",39.61,207,4.78698164056402,9.932426477816e-11
"ENSG00000003402","CFLAR","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",46.45,960.5,2.7897177390353,1.07778566127501e-10
"ENSG00000173212","MAB21L3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",43.82,6252.5,5.05390725355106,1.29470353074752e-10
"ENSG00000141665","FBXO15","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.48,800,4.56070983572573,1.31340540720343e-10
"ENSG00000173198","CYSLTR1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",36.14,2700,5.44710297670088,1.31340540720343e-10
"ENSG00000151773","CCDC122","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",37.87,704,5.4208178934566,1.38469992495717e-10
"ENSG00000134539","KLRD1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.02,789,5.15436131901927,1.38469992495717e-10
"ENSG00000087299","L2HGDH","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",48.38,841,2.72008366066699,1.38469992495717e-10
"ENSG00000164105","SAP30","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",54.75,753.5,4.2111323025991,1.38469992495717e-10
"ENSG00000112787","FBRSL1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",68.47,1246,3.84993432584988,1.39843588011935e-10
"ENSG00000187017","ESPN","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",66.32,651,6.09673890484699,1.39843588011935e-10
"ENSG00000163864","NMNAT3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",51.58,1787,3.66151975725969,1.47787694506557e-10
"ENSG00000170160","CCDC144A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.47,2815,5.51862661060199,1.60676167648174e-10
"ENSG00000166105","GLB1L3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",49.78,2761.5,6.58839359917105,1.78056624802231e-10
"ENSG00000124593","ENSG00000124593","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",58.6,3043,3.45170083748274,1.78056624802231e-10
"ENSG00000258405","ZNF578","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",43.15,3791,3.97635468259845,2.08905624468442e-10
"ENSG00000250021","ARPIN-AP3S2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",51.13,669.5,-4.14929186327803,2.78449764441706e-10
"ENSG00000101421","CHMP4B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",52.5,1602,3.57782813826336,2.78449764441706e-10
"ENSG00000160113","NR2F6","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",71.11,1557,3.46865005219425,3.02159749769056e-10
"ENSG00000126790","L3HYPDH","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.21,700,3.43270115007987,3.40649065308229e-10
"ENSG00000159335","PTMS","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",65.92,976,4.10697680794836,3.4710445816948e-10
"ENSG00000156968","MPV17L","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",44.55,5820,4.71971776065017,3.47252560909915e-10
"ENSG00000223496","EXOSC6","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.77,5163,2.93561285753939,3.64281403310506e-10
"ENSG00000151338","MIPOL1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.02,2191.5,2.94306996610445,3.64281403310506e-10
"ENSG00000255508","ENSG00000255508","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",55.58,1954,5.13943294425697,3.84892977866814e-10
"ENSG00000164976","MYORG","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",60.07,3463.5,4.15979847678142,4.09923765088058e-10
"ENSG00000166896","ATP23","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",44.86,564,3.17557733617509,4.57062703362648e-10
"ENSG00000106686","SPATA6L","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.91,1465,4.60888128160319,5.23085677445004e-10
"ENSG00000079482","OPHN1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",44.38,2139,3.34825647784018,5.86406784876793e-10
"ENSG00000095739","BAMBI","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",51.08,1787.5,5.37313468232906,6.19654138465301e-10
"ENSG00000198888","MT-ND1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",47.7,956,3.00823997958887,6.22266146275524e-10
"ENSG00000174749","FAM241A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.33,8844,4.31256644792556,6.22266146275524e-10
"ENSG00000139746","RBM26","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.8,3662,3.04139454718191,6.27941492172773e-10
"ENSG00000099139","PCSK5","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",49.34,4731,6.51546558819428,6.57243347299779e-10
"ENSG00000161671","EMC10","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",62.74,1768,2.80085790817623,6.91639873963321e-10
"ENSG00000214753","HNRNPUL2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",47.95,2826.5,3.3910689159541,7.10568324016977e-10
"ENSG00000178531","CTXN1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",72.84,1237,4.28786210934182,7.13388344236795e-10
"ENSG00000162924","REL","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.93,3632.5,3.29754206647148,7.13388344236795e-10
"ENSG00000205045","SLFN12L","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.77,6681.5,5.06023177841285,7.13388344236795e-10
"ENSG00000111816","FRK","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.94,13363,3.79081098655031,7.75100031113578e-10
"ENSG00000149926","TLCD3B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.95,1481,2.78626014073116,8.15216756720763e-10
"ENSG00000185896","LAMP1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",55.16,2701,2.57769508676452,8.2938708153293e-10
"ENSG00000198707","CEP290","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",35.6,4569,2.88367021270582,8.2938708153293e-10
"ENSG00000115919","KYNU","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",39.28,776,4.62095144061575,8.36881939326449e-10
"ENSG00000165805","C12orf50","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.89,1525,4.64574364247755,8.54357684745569e-10
"ENSG00000165409","TSHR","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",44.98,1232.5,4.95792518842103,9.01120949283785e-10
"ENSG00000183323","CCDC125","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.01,2273,4.36029273845767,9.41318063444611e-10
"ENSG00000167971","CASKIN1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",68.39,435,4.02559565906892,9.445309943579e-10
"ENSG00000006071","ABCC8","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.99,4760.5,2.89258893332057,9.99021734463094e-10
"ENSG00000234719","NPIPB2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",49.5,950,3.13086479908978,1.00964535249819e-09
"ENSG00000142453","CARM1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",60.89,1050,2.81046497173449,1.16326181113228e-09
"ENSG00000115239","ASB3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",44.2,750,2.02452184968855,1.17333510620787e-09
"ENSG00000204923","FBXO48","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",39.01,5699,3.80998842339091,1.19033755701408e-09
"ENSG00000180447","GAS1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.68,3145,3.49690187579052,1.22453595641767e-09
"ENSG00000151693","ASAP2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",46.29,2409,2.80650675105904,1.32515512880656e-09
"ENSG00000129317","PUS7L","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",36.12,1511,3.29907058357548,1.32515512880656e-09
"ENSG00000072756","TRNT1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.73,1967,2.99248524942762,1.32515512880656e-09
"ENSG00000180914","OXTR","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",67.94,671.5,5.80284443410823,1.32695952484862e-09
"ENSG00000176225","RTTN","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.95,3079,2.91718570351992,1.32836367550757e-09
"ENSG00000122417","ODF2L","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",36.25,1793,2.33166445402469,1.32836367550757e-09
"ENSG00000264364","DYNLL2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",47.7,6807,3.4766741904491,1.32836367550757e-09
"ENSG00000072062","PRKACA","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",54.77,1524,3.99725602090003,1.32836367550757e-09
"ENSG00000130396","AFDN","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",48.65,4686,2.5031780802617,1.32836367550757e-09
"ENSG00000186222","BLOC1S4","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",52.72,1491,3.9827316889068,1.34797791250738e-09
"ENSG00000101745","ANKRD12","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.87,978,2.16647726608924,1.34797791250738e-09
"ENSG00000131409","LRRC4B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",67.32,2988.5,3.86808514400456,1.34797791250738e-09
"ENSG00000172954","LCLAT1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",47.11,621,2.27959224217044,1.42836445290581e-09
"ENSG00000173597","SULT1B1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.29,694,4.42186735938865,1.42836445290581e-09
"ENSG00000106689","LHX2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",60.29,1340,2.54653027069987,1.57120431307193e-09
"ENSG00000167771","RCOR2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",64.65,792,3.9348418554967,1.61045067025934e-09
"ENSG00000158417","EIF5B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.01,2331,2.50983128380052,1.61045067025934e-09
"ENSG00000188290","HES4","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",74.16,961.5,6.23574130413875,1.73516993503397e-09
"ENSG00000187391","MAGI2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",46.69,934,2.60652832793477,1.8742497757179e-09
"ENSG00000080854","IGSF9B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.55,904,2.89479520808287,1.95472524969891e-09
"ENSG00000172146","OR1A1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.51,3743,3.97078380360272,1.9767923252084e-09
"ENSG00000172216","CEBPB","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",66.23,1839,4.30478649404701,2.00294955852045e-09
"ENSG00000125398","SOX9","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",51.06,3931,2.48306600421488,2.03763696410046e-09
"ENSG00000184207","PGP","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.85,2034.5,3.09344241610834,2.14158660433455e-09
"ENSG00000186329","TMEM212","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",46.5,723,4.00253107465085,2.16921501249607e-09
"ENSG00000036530","CYP46A1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.88,1597,5.71200783371654,2.18701060548976e-09
"ENSG00000196268","ZNF493","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.84,1665,2.9886691395323,2.1916549990669e-09
"ENSG00000099954","CECR2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",49.5,9648.5,3.58179406052683,2.3066269318468e-09
"ENSG00000197381","ADARB1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",53.19,3013,2.66046459514012,2.34936519374518e-09
"ENSG00000126461","SCAF1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",62.78,576.5,2.64366188178467,2.43713877823049e-09
"ENSG00000166164","BRD7","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",43.64,2145,2.47646028652459,2.44258266755625e-09
"ENSG00000215612","HMX1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",71.87,1284,3.87999195140814,2.44258266755625e-09
"ENSG00000121068","TBX2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",65.86,3388.5,3.1607192239292,2.44258266755625e-09
"ENSG00000114646","CSPG5","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",58.57,2089,3.16541441844319,2.44258266755625e-09
"ENSG00000260230","FRRS1L","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",43.92,2104,3.15212079241239,2.45601553063178e-09
"ENSG00000188596","CFAP54","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.4,2323,3.6006444000623,2.62433762466302e-09
"ENSG00000167962","ZNF598","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",65.56,2147,3.18764254946393,2.86980985623916e-09
"ENSG00000166987","MBD6","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",61.37,553.5,3.1842577438649,2.97805934653713e-09
"ENSG00000173200","PARP15","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.12,1752.5,3.10246382169868,2.97805934653713e-09
"ENSG00000109762","SNX25","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.17,2544,2.87624832596449,3.06902791588634e-09
"ENSG00000130958","SLC35D2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",48.02,1111.5,4.51157552929112,3.06902791588634e-09
"ENSG00000043355","ZIC2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",66.06,455,2.95319661948454,3.06902791588634e-09
"ENSG00000103024","NME3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",68.1,848,3.05872193970548,3.07668334351545e-09
"ENSG00000132915","PDE6A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",46.46,5521.5,3.9672442465569,3.07668334351545e-09
"ENSG00000156232","WHAMM","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.01,2889,2.86762795951478,3.21157417539671e-09
"ENSG00000081665","ZNF506","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",43.08,949.5,4.46534129021715,3.31456092549161e-09
"ENSG00000237515","SHISA9","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",51.4,2299.5,3.02001890926608,3.31456092549161e-09
"ENSG00000149657","LSM14B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",60.7,1079,4.5828999539094,3.31456092549161e-09
